city,total_revenue
Santo Antônio de Posse,857.0
Dois Vizinhos,857.0
Santana do Deserto,855.0
Rosana,852.5
Moeda,849.0
Córrego Novo,848.0
Leópolis,847.0
Nova Bandeirantes,847.0
Coração de Maria,847.0
Crateús,847.0
Caculé,847.0
Carandaí,847.0
Campinorte,847.0
Novais,847.0
Paraipaba,847.0
Rinópolis,847.0
São Vicente do Sul,847.0
Cláudia,847.0
Glória do Goitá,846.0
Areia Branca,846.0
Tumiritinga,845.0
Ortigueira,838.0
Nova América,837.0
Planaltino,836.99
Santa Albertina,832.99
GAURAMA,828.0
Iomerê,828.0
São José dos Quatro Marcos,828.0
Quatipuru,827.0
MARABÁ,827.0
Teolândia,827.0
Nova Itaberaba,827.0
Mamborê,827.0
Moreira Sales,827.0
Joinville ,827.0
Jaru,827.0
são paulo,826.0
Renascença,826.0
Pindorama,820.5
Marilândia,818.0
Guapiaçu,817.0
Oeiras,816.5
Itinga,810.5
Cabrobó,808.0
Cosmorama,808.0
Jaguarão,807.0
FERNANDOPOLIS,798.0
Mostardas,798.0
Ibitiara,798.0
Aragoiânia,798.0
Valentim Gentil,798.0
Arenópolis,798.0
Guidoval,798.0
Tuparendi,798.0
Itabirinha,798.0
Papagaios,798.0
Coari,798.0
São Roque de Minas,798.0
Quilombo,798.0
Pacaraima  ,798.0
Ibirataia,796.98
ARARUAMA,796.0
Paraibano,796.0
Carnaubais,796.0
Flores,796.0
Rio Branco ,796.0
Morro do Pilar,796.0
São João do Oriente,796.0
Imbituva,796.0
Três de Maio,796.0
RJ,794.0
Taquari,787.0
Três rios,787.0
Santo Antônio do Descoberto,778.0
Vargem Alegre,778.0
Jacy-Paraná,778.0
Porto Murtinho,778.0
Pão de Açúcar,778.0
Rio Vermelho,777.0
Pedra,777.0
bom despacho,777.0
Mirassolândia,777.0
Aiuruoca,777.0
Lago dos Rodrigues,777.0
Poço Verde,777.0
Luiz Alves,776.0
Vila Bela da Santíssima Trindade,775.0
Guaraqueçaba,773.8
Guajeru,771.5
Tacuru,770.6500000000001
Mara Rosa,763.25
Rio Novo,763.0
Tibau,758.3
SÃO CARLOS,757.6
Nazaré,757.0
Prainha,757.0
Brasil Novo,757.0
Pedro II,756.99
Jussiape,756.0
Ananás,753.5
Sairé,747.0
Pocrane,747.0
São José do Egito,747.0
São Gonçalo do Sapucaí,747.0
Bataguassu,747.0
Estiva,747.0
Rio Real,747.0
UBERABA,747.0
São Francisco de Assis,747.0
Patu,747.0
Boa Nova,747.0
Carnaíba,747.0
Riolândia,747.0
Palmeira D'Oeste,747.0
Dores de Campos,747.0
Pendências,747.0
Malacacheta,746.4
MURIAÉ,745.0
Minador do Negrão,736.99
Moreno,736.99
São José da Coroa Grande,736.98
Xambrê,728.0
Engenheiro Coelho,728.0
São Joaquim,728.0
Prados,728.0
Fortaleza dos Nogueiras,728.0
Coluna,727.5
Campos Altos,727.0
Rio do Fogo,727.0
Alcinópolis,727.0
Jiquiriçá,727.0
Cumuruxatiba,727.0
Urupá,727.0
Itauçu,727.0
Ouro Verde,727.0
São José da Safira,727.0
Ipiranga de Goiás,727.0
Viamão,726.0
Turvo,726.0
Francisco Santos,726.0
Barrinha,716.8
São Thomé das Letras,708.0
Pedro do Rosário,708.0
Alto Piquiri,708.0
Rubinéia,708.0
Felipe Guerra,707.0
Santa Vitória do Palmar,699.99
Cupira,698.0
Conceição da Aparecida,698.0
IGARACU DO TIETE,698.0
JaguariunA,698.0
Ribeirão Cascalheira,698.0
Itaju,698.0
Novo Oriente de Minas,698.0
CATAGUASES,698.0
Francisco Dumont,698.0
BIRIGUI,698.0
Barbalha,698.0
Boa Viagem,698.0
Jijoca de Jericoacoara,698.0
Candói,698.0
Paulistana,698.0
Edéia,698.0
Paraopeba,698.0
Nova Santa Bárbara,698.0
ouro preto,697.0
Cuité,697.0
Guiricema,697.0
Panorama,696.0
Cachoeira do Campo,696.0
Barra de São Miguel,696.0
Goianésia do Pará,696.0
Itapagipe,696.0
Boca da Mata,696.0
Josenópolis,687.0
Uauá,678.0
Itaiópolis,678.0
NOVA MUTUM,678.0
Tarauacá,677.4
Piranguinho,677.0
Itapicuru,677.0
Aliança,677.0
Guapiara,677.0
Miguel Calmon,673.5
São João da Serra,673.5
Dom Basílio,673.5
Itambaracá,662.5
Frecheirinha,659.98
Petrolina ,658.0
Araruama ,658.0
Antônio Carlos,657.25
Buritama,657.0
Nova Santa Rita,653.5
Lagoa Vermelha,649.0
São Ludgero,649.0
Catende,649.0
ITAMBE,649.0
Morro do Chapéu,649.0
aracaju,649.0
Dois Irmãos do Buriti,649.0
Alhandra,648.0
Salesópolis,648.0
Piranga,648.0
Carbonita,647.0
Itapebi,647.0
Buerarema,647.0
Santa Cruz de Monte Castelo,647.0
Mercês,647.0
Arame,647.0
Iuiu,647.0
Pomerode,642.2
Canaa dos Carajás ,638.0
São Sebastião de Campos,637.0
Brasnorte,629.0
Santa Cruz da Conceição,629.0
Amorinópolis,629.0
Nova Ipixuna,629.0
Suzano ,629.0
Pontes Gestal,629.0
Populina,629.0
Garuva,629.0
Santo Antônio da Patrulha,629.0
São Gabriel da Cachoeira,628.99
Barra de São João,628.0
Buri,628.0
Ibertioga,628.0
Álvaro de Carvalho,628.0
Balneário Camboriu,628.0
Canhotinho,628.0
São Francisco do Conde,628.0
Lajedo do Tabocal,628.0
VALINHOS,627.6
Camanducaia,627.0
Santo Antônio do Pinhal,627.0
Paulistas,627.0
Canaa Dos Carajas,627.0
Botuporã,627.0
Ibirá,625.0
Palmeira das Missões,622.5
Ibiúna,616.0
Pescaria Brava,613.0
Pacaraima,610.49
Madre de Deus,609.3
Guarabira,608.99
Viradouro,608.0
Juquitiba,608.0
Santa Rita de Jacutinga,599.99
Cristina,599.99
Tamarana,599.99
DUQUE DE CAXIAS,599.99
Santa Maria do Cambucá,598.0
Vitória ,598.0
Chapada,598.0
Monte Castelo,598.0
belo horizonte,598.0
Tupanciretã,598.0
Manoel Viana,598.0
Itaí,598.0
São Tomás de Aquino,598.0
Pacajus,598.0
SP,598.0
Iracema do Oeste,598.0
Arapuá,598.0
TUBARAO,598.0
Agrestina,598.0
Barro Alto,598.0
Macedônia,598.0
Ponto Novo,598.0
General Salgado,598.0
Itaporã,598.0
Pedrinópolis,598.0
Iacanga,598.0
Rio dos Bois,598.0
Nazaré Paulista,598.0
Rio De JaneirO,597.0
Pesqueira,596.2
Califórnia,596.0
Tefé,596.0
Tunápolis,596.0
Ilha das Flores,596.0
Mucurici,596.0
Taperoá,581.2
Lupionópolis,579.0
Capim,579.0
Wenceslau Braz,579.0
SANTOS,579.0
Itapororoca,578.0
Bananeiras,578.0
Campanha,578.0
Cruz Machado,578.0
Aquidauana,577.0
Ipaumirim,577.0
Trajano de Moraes,577.0
Jaboatão dos Guararapes ,577.0
Niterói ,577.0
Telha,567.99
Araçaí,559.0
Nonoai,559.0
São Fernando,558.0
Goianira,558.0
Cássia,557.5
Madalena,557.0
Ceará-Mirim,556.5
Pipa,549.0
Campos dos Goytacazes ,549.0
Teresina de Goiás,549.0
Pontal do Araguaia,549.0
Alenquer,549.0
Lençóis,549.0
Terra Nova D'Oeste,549.0
Colorado do oeste,549.0
Planalto,549.0
Astorga,549.0
Pedra Azul,549.0
NOVA SERRANA,549.0
Venturosa,549.0
SalcDoe,549.0
BARRA MANSA,549.0
Açucena,549.0
Biguaçu,549.0
Adamantina,549.0
Apiacás,549.0
Maria da Fé,549.0
Barreiros,549.0
Itaguari,547.0
Monte Azul Paulista,547.0
Satuba,547.0
Monte Alegre do Piauí,547.0
Iguatu,547.0
Iperó,547.0
Costa Rica,547.0
Goitacazes,547.0
Barão do Triunfo,547.0
Itapirapuã Paulista,547.0
Porto União,544.99
Laranjeiras do Sul,538.99
Amontada,538.5
Camaquã,538.0
Estrela do Norte,538.0
Quedas do Iguaçu,537.0
São José do Norte,529.0
Veranópolis,529.0
Alvarenga,529.0
Recife ,529.0
Bezerros,529.0
Itanhomi,529.0
Alexandria,529.0
Dores de Guanhães,529.0
Água Azul do Norte,529.0
Abel Figueiredo,529.0
Herculândia,529.0
Carpina ,528.0
São Sebastião do Passé,528.0
Forquilhinha,528.0
Colméia,527.0
Miranorte,527.0
Abadia dos Dourados,523.5
Umburatiba,522.5
Viçosa do Ceará,518.7
Palmas de Monte Alto,517.0
São Pedro de Alcântara,516.99
Jardim de Piranhas,513.0
Codó,508.0
Materlândia,508.0
Arraial D'Ajuda,506.3
Santo Hipólito,499.0
Monte Belo,499.0
São Desidério,498.0
Itapuí,498.0
Santa Rita de Cássia,498.0
Conde,498.0
Camocim de São Félix,498.0
Campo Maior,498.0
SOROCABA,498.0
Capim Branco,498.0
Tabuleiro,498.0
Poços de caldas,498.0
Realeza,498.0
SÃo LuÍs,498.0
Aloândia,498.0
PATO BRANCO,498.0
Serra Azul,498.0
Vicência,498.0
Glória,498.0
Rincão,498.0
Vazante,498.0
Monsenhor Tabosa,498.0
Mogeiro,498.0
Missal,498.0
Botelhos,498.0
Ibipitanga,498.0
Torrinha ,498.0
Antônio Prado de Minas,498.0
Agudos,498.0
São Domingos do Maranhão,498.0
Araguaçu,498.0
Uruana,498.0
Aral Moreira,498.0
Jordânia,498.0
Passo de Torres,498.0
Santa Isabel do Pará,498.0
Itamogi,498.0
Messias,496.0
Arraias,488.0
Nova Alvorada do Sul,487.99
cabo frio,487.99
Pombos,486.6
Cláudio,479.0
Anaurilandia,479.0
Aruanã,479.0
Monte Formoso,479.0
Guaraniaçu,479.0
Nhandeara,479.0
Catanduvas,479.0
Princesa Isabel,479.0
Santa Branca,479.0
Salmourão,479.0
ARAPONGAS,479.0
Inaciolândia,479.0
Barrolândia,479.0
Arroio do Tigre,479.0
Jarinu,479.0
Carajás,478.99
Feira Nova,478.5
Faria Lemos,478.0
Barro,478.0
Santo Antônio do Aventureiro,478.0
iracemápolis,478.0
Holambra,477.5
Itaboraí ,477.0
Ladário,477.0
Novo Cruzeiro,477.0
Trancoso,475.4
São Pedro do Ivaí,468.0
Divisa Alegre,465.99
Alto Caparaó,458.0
Cansanção,458.0
Lavras do Sul,449.99
Conceição da Feira,449.99
Barra da estiva ,449.0
Colômbia,449.0
Carrancas,449.0
Campinápolis,449.0
Paranhos,449.0
Canto do Buriti,449.0
Primeiro de Maio,449.0
Paraibuna,449.0
Aldeias Altas,449.0
Rancho Alegre,449.0
VILA VELHA,449.0
Novo Santo Antônio,449.0
Altamira do Paraná,449.0
Nova mutum,449.0
Amaporã,449.0
NATAL,449.0
AMERICANA,449.0
Várzea Nova,449.0
Andaraí,449.0
Marco,449.0
Rondon,449.0
Magalhães de Almeida,449.0
UNAI,449.0
Juarez Távora,449.0
Joviânia,449.0
Jamapará,449.0
ATIBAIA,449.0
Santa Rita do Trivelato,449.0
Santa Vitória,449.0
Santo Antônio do Sudoeste,449.0
SÃO CAETANO DO SUL,449.0
Três Coroas,449.0
Três Cachoeiras,449.0
Indiana,449.0
Ilha Comprida,449.0
Iguape,449.0
Bento de Abreu,449.0
Águas Belas,449.0
Bernardino de Campos,449.0
Pedro Gomes,449.0
Boa Vista do Tupim,449.0
São João do Piauí,449.0
Tietê ,449.0
BROTAS,449.0
Potim,449.0
Águas de Santa Bárbara,449.0
Faxinal,449.0
Doverlândia,449.0
Pranchita,449.0
Cristópolis,449.0
Tasso Fragoso,449.0
Córrego do Ouro,449.0
São Lourenço do Oeste,448.0
Cumari,447.0
Santa Maria do Suaçuí,437.5
Cambará,437.5
Alpercata,429.99
Guatapará,429.0
Timbé do Sul,429.0
Dom Macedo Costa,429.0
Martins Soares,429.0
Dom Pedrito,429.0
JOAO PESSOA,429.0
Colônia Leopoldina,429.0
Ventania,429.0
Tapiratiba,429.0
São Domingos do Araguaia,429.0
Paripueira,429.0
Frei Inocêncio,429.0
anapolis,429.0
Mondaí,429.0
Campina da Lagoa,429.0
Rondolândia,429.0
UBERLANDIA,429.0
PALMAS,429.0
Nova Prata,429.0
Buenos Aires,429.0
SANTA CRUZ DO SUL,429.0
Taquarana,429.0
Angra dos Reis ,429.0
Capinzal do Norte,429.0
Jandaia,429.0
Pavão,429.0
Quinta do Sol,429.0
Feijó,429.0
ARAUCÁRIA,429.0
Nova Cruz,429.0
DOIS CORREGOS,429.0
Nova Esperança do Piriá,429.0
Matrinchã,429.0
Dourados ,429.0
Curral de Dentro,428.99
Casca,428.0
Apiaí,427.0
Miranda do Norte,427.0
Pirapemas,423.5
Águas Lindas de Goiás,423.5
Querência,418.5
Sirinhaém,418.0
Ibirité ,408.0
Matutina,403.5
Brejinho,399.99
Ibituruna,399.0
Poço das Antas,399.0
Siqueira Campos,398.0
Mossâmedes,398.0
São José de Piranhas,398.0
Tarabai,398.0
Graccho Cardoso,398.0
Nantes,398.0
Nordestina,398.0
VITÓRIA DA CONQUISTA,398.0
Nossa senhora do socorro ,398.0
Vera Cruz,398.0
Pedra Mole,398.0
Conceição do Pará,398.0
Pedreiras,398.0
GETULINA,398.0
Rianápolis,398.0
Frutuoso Gomes,398.0
São Lourenço do Sul,398.0
recife,398.0
Costa Marques,398.0
Francisco Alves,398.0
Raposa,398.0
Paranapanema,398.0
Ourolândia,398.0
Terezinha,398.0
Caldeirão Grande do Piauí,398.0
Caraúbas,398.0
Juiz de fora,398.0
SANTA CRUZ DO RIO PARDO,398.0
Clementina,398.0
João Dourado,398.0
Piaçabuçu,398.0
Araújos,398.0
Itaeté,398.0
Juranda,398.0
João Câmara,398.0
ItaboraÍ,398.0
Umbaúba,398.0
Adolfo,398.0
SAO BERNARDO DO CAMPO,398.0
Petrópolis ,398.0
Jequitibá,398.0
Macaíba,398.0
Uruçuca,398.0
Jarinu ,398.0
Jaguapitã,398.0
Tapiramutá,398.0
São Domingos do Capim,398.0
Augustinópolis,398.0
Indiaporã,398.0
belmonte,398.0
Cachoeira do Piriá,398.0
Mansidão,398.0
Itumirim,398.0
Itaquitinga,398.0
Aguanil,398.0
Aporá,398.0
Porto Firme,398.0
Chopinzinho,398.0
CAMACARI,398.0
Divino de São Lourenço,398.0
Igaci,398.0
CARUARU,398.0
Agudos do Sul,398.0
Senhora do Porto,398.0
SAO GONCALO,398.0
São Gonçalo do Piauí,398.0
Ibiraci,398.0
Mauá da Serra,398.0
Porto Trombetas,398.0
Messias Targino,398.0
São João de Pirabas,398.0
Cacequi,398.0
Ministro Andreazza,398.0
Boqueirão,398.0
CONCEICAO DO CASTELO,398.0
Carmo de Minas,398.0
Anadia,398.0
Paraisópolis,396.2
Galiléia,396.0
Manga,396.0
Paraguaçu,396.0
Armação dos búzios,387.0
Santa Rita do Araguaia,379.0
Utinga,379.0
Esperantinópolis,379.0
Cristais Paulista,379.0
Paranapoema,379.0
Embaúba,379.0
Ariranha do Ivaí,379.0
Teresopolis,379.0
Presidente Sarney,379.0
Fortaleza dos Valos,379.0
JOSE BONIFACIO,379.0
Bady Bassitt,379.0
Jacaraci,379.0
Colinas,379.0
Jaqueira,379.0
Pedrinhas Paulista,379.0
Breu Branco,379.0
JOINVILLE,379.0
Amarante do Maranhão,379.0
Rio Branco do Sul,379.0
Montes Claros de Goiás,379.0
Gurinhatã,379.0
Mongaguá,379.0
São João Evangelista,379.0
Sarapuí,379.0
Ibirapitanga,379.0
Anhumas,379.0
Areiópolis,379.0
PEDRO LEOPOLDO,379.0
Teresópolis ,379.0
Demerval Lobão,379.0
PAULINIA,379.0
Marcelândia,379.0
VOTORANTIM,379.0
Umarizal,379.0
Itaueira,379.0
Iguatemi,379.0
Salvador ,379.0
Campos Novos,378.0
Ijaci,378.0
Indiaroba,378.0
Aiuaba,377.99
Paranatama,377.0
rj,377.0
Limoeiro de Anadia,369.0
Aquidabã,367.99
cabo frio ,359.0
Machadinho D'Oeste,359.0
Olho D'Água Grande,359.0
Bela Vista,359.0
Marabá Paulista,359.0
Iguaraçu,359.0
Ituberá,359.0
Caçapava do Sul,359.0
Turvânia,358.0
Marica,358.0
Zé Doca,349.0
Piritiba,349.0
PIRATININGA,349.0
Piquerobi,349.0
PINHAIS,349.0
Piacatu,349.0
Pardinho,349.0
Paracuru,349.0
Palmeiras,349.0
45992674,349.0
OSASCO,349.0
Restinga,349.0
MURIAE,349.0
Munhoz de Melo,349.0
Monte Alegre de Sergipe,349.0
Montanhas,349.0
Rio Negro,349.0
Mesquita ,349.0
Maués,349.0
Mascote,349.0
Rio verde,349.0
Manoel Ribas,349.0
Lídice,349.0
Laje,349.0
LAGOA DOURADA,349.0
Santa Cruz das palmeiras,349.0
Jupi,349.0
João Alfredo,349.0
Joanópolis,349.0
Santa Maria do Pará,349.0
Jandaíra,349.0
Itatiaiuçu,349.0
Santa Terezinha,349.0
Itagimirim,349.0
São Francisco de Goiás,349.0
Icó,349.0
São Geraldo do Araguaia,349.0
São Gonçalo do Rio Abaixo,349.0
Ibicuí,349.0
HORTOLANDIA,349.0
São José do Cedro,349.0
São José do Goiabal,349.0
São José do Seridó,349.0
Giruá,349.0
Fronteira,349.0
Formosa do Oeste,349.0
Farol,349.0
Espumoso,349.0
São Sebastião da Vargem Alegre,349.0
Descanso,349.0
Delfinópolis,349.0
Damianópolis,349.0
Curionópolis,349.0
Cuité de Mamanguape,349.0
Cruzeiro do Sul ,349.0
Cruzeiro ,349.0
Coroatá,349.0
Constantina,349.0
Conceição da Barra de Minas,349.0
Catigua,349.0
Casa Branca ,349.0
Sumé,349.0
Cândido de Abreu,349.0
Canápolis,349.0
Calçado,349.0
Cachoeira de Goiás,349.0
Cabo frio ,349.0
Theobroma,349.0
Brejo do Cruz,349.0
Bayeux,349.0
Batalha,349.0
Três Pontas ,349.0
Turvelândia,349.0
Arari,349.0
Aracruz ,349.0
Araçás,349.0
Alvorada D'Oeste,349.0
Visconde de Imbé,349.0
VITÓRIA,349.0
Wenceslau Guimarães,349.0
Mamanguape,339.5
Monnerat,339.0
Itapecuru Mirim,339.0
Resende ,329.99
Serra do Mel,329.99
Água Doce,329.99
brasilia,329.0
Rebouças,329.0
Palmitos,329.0
Porto Real do Colégio,329.0
Caracol,329.0
Minduri,329.0
Monteiro,329.0
PETROPOLIS,329.0
IBITINGA,329.0
Ibaté,329.0
Ipiaçu,328.99
Estância Velha,327.0
Minas do Leão,324.5
Aurilândia,314.3
Governador Mangabeira,308.0
Sandolândia,299.0
linhares,299.0
Rio Formoso,298.99
Cavalcante,298.8
Portão,298.0
pedreira,298.0
MACEIO,298.0
Capetinga,298.0
MANAUS,298.0
Fazenda rio grande ,298.0
Atílio Vivácqua,298.0
Quintana,298.0
Gabriel Monteiro,298.0
Jacaraú,298.0
Barbosa,298.0
São Bento Abade,298.0
São Jerônimo,298.0
Nicolau Vergueiro,298.0
Iaciara,298.0
Alto Parnaíba,298.0
BELFORD ROXO,298.0
Nova Iguaçu ,298.0
Abaiara,298.0
santa cruz das palmeiras,298.0
Uruoca,287.99
Sant'Ana do Livramento,287.0
Santa Maria de Itabira,279.0
Dois Irmãos,279.0
Macaubal,279.0
Janiópolis,279.0
Barra dos coqueiros-se ,279.0
Uraí,279.0
Alumínio,279.0
Bonfinópolis,279.0
Murici,279.0
Abadiânia,279.0
Riozinho,279.0
Caranaíba,279.0
Lassance,279.0
Nova lima ,279.0
Esplanada,278.6
Marliéria,278.5
Sao Joao Nepomuceno,278.0
Capitão Enéas,278.0
Porto Calvo,278.0
Castanheira,274.5
Charqueada,274.5
Lucianópolis,269.0
Paulo Lopes,267.0
Muriae,267.0
Vitória do Xingu,263.45
Inhapi,263.2
Porto de Moz,263.2
Simolândia,259.0
janaúba,259.0
Marapoama,259.0
Jucás,258.0
Guaimbê,258.0
Pitanga,257.4
Taquara,249.0
Cardeal da Silva,249.0
Angatuba,249.0
Barra Da Estiva,249.0
Ângulo,249.0
Reduto,249.0
Pilar do Sul,249.0
Nova Roma do Sul,249.0
Itororó,249.0
Santana do Riacho,249.0
Ipatinga ,249.0
Jaci Paraná,249.0
Bela Vista de Goiás,249.0
São João do Manteninha,249.0
Cristalândia do Piauí,249.0
Virgínia,249.0
Araguatins,249.0
Boa Ventura,249.0
São Pedro do Sul,249.0
Pintadas,249.0
Sardoá,249.0
Paineiras,248.99
Romaria,248.0
Alterosa,247.0
cordeiropolis,247.0
Rj,245.0
Uchoa,239.99
Jucati,238.99
Cajueiro,238.8
Carira,229.0
Maracanã,229.0
Treze de Maio,229.0
Saloá,229.0
Conchas,229.0
Riachuelo,229.0
Firmino Alves,229.0
Nova Independência,229.0
Japonvar,229.0
Coroados,229.0
São Paulo ,224.5
Itaíba,224.5
Barra D'Alcântara,224.5
Vertente do Lério,224.5
Regente Feijó,223.5
Maceio,221.99
Glicério,215.2
Pai Pedro,209.4
Igarapava,209.4
Ouvidor,199.99
Mairinque,199.0
Brasilia,199.0
Pedralva,199.0
Vitória do Mearim,198.0
loUVEIRA,198.0
Guarantã,198.0
Rio Doce,198.0
Kaloré,198.0
BRUMADINHO,198.0
Figueira,198.0
Ferros,198.0
Vianópolis,198.0
TERESINA,198.0
São Geraldo,198.0
Icaraíma,198.0
Lagoa Formosa,198.0
Pirajuí,198.0
INDAIATUBA,198.0
Saudades,198.0
Cafezal do Sul,198.0
Vila dos Corodos,198.0
São Domingos das Dores,198.0
Wall Ferraz,198.0
ITAJAI,198.0
Itá,198.0
Montenegro,198.0
Cuiaba,198.0
Trindade do Sul,198.0
Caiana,198.0
Miranorte ,189.0
Bandeira,189.0
Campo Alegre,189.0
Anastácio,189.0
Entre Rios.,179.99
Taiúva,179.0
Goianápolis,179.0
Nova Aliança,179.0
CARIACICA,179.0
Pratápolis,179.0
Orobó,179.0
Junqueirópolis,179.0
Dona Emma,179.0
Araçariguama,179.0
Borborema,179.0
Capitão Leônidas Marques,179.0
Aramari,174.5
Marinópolis,174.5
São Sebastião do Caí,174.5
Pontalina,169.0
Indianópolis,169.0
Núcleo Residencial Pilar,169.0
Cariacica ,159.0
Barras,159.0
Santa Bárbara d'Oeste,159.0
PERUIBE,159.0
BaixokGuandu,149.99
Nova Cantu,149.98
Maricá ,149.4
Volta Redonda ,149.4
Saquarema ,149.0
Piracema,149.0
Jundiaí ,149.0
Santa Mônica,149.0
Itiúba,149.0
Itaguaru,149.0
São Francisco do Glória,149.0
Nova Londrina,149.0
Bocaina de Minas,149.0
SAO JOSE,149.0
Goianá,149.0
Cabreúva,149.0
Centro  Rio de Janeiro,149.0
Cardoso,149.0
Urubici,139.0
Teodoro Sampaio,134.5
Estrela do Indaiá,129.0
Pedreira ,129.0
Américo Brasiliense,129.0
Rio de jant,129.0
Taquarivaí,129.0
Itajá,129.0
Edealina,129.0
Santa Carmem,129.0
Parelhas,124.5
Bias Fortes,119.0
São João do Caiuá,119.0
Wanderley,98.0
Jaci,98.0
Comendador Venâncio,98.0
Vicosa,98.0
Santo Antônio do Monte,89.99
Anápolis ,89.99
Itaguaí ,89.99
Videira,89.99
Pedro Canario ,89.99
cacoal,79.99
Itirapina,79.2
São Vicente de Paula,59.0
Itacurussá,49.0
Sabáudia,10.0
